Round,Track,Qualifying,Stint,Lap,"Rear Wing","Front Wing",Engine,Brake,Differential,Suspension,Fuel,"Tyre Remaining","Tyre Choice","Lap Time","Lap Distance",Cornering,Inclines,Camber,Grip,Altitude,Roughness,Width,Temperature,Humidity,"Wind (Avg. Speed)","Wind (Gusts)","Air Density","Air Pressure"
2,England,0,58,1,250,250,300,250,250,250,116.77089672593,95.542888870211,Medium,109.00476035,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,59,1,250,250,300,250,250,250,116.77089672593,94.489656748349,Soft,107.45480685,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,60,1,250,250,300,250,250,250,116.77089672593,87.329884303744,"Extra Soft",108.39630685,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,1,250,250,300,250,250,250,64.770896725927,96.326579937969,Hard,104.53867935,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,2,250,250,300,250,250,250,61.541793451854,92.653159875937,Hard,104.23007473332,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,3,250,250,300,250,250,250,58.312690177781,88.979739813906,Hard,104.50847011665,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,4,250,250,300,250,250,250,55.083586903708,85.306319751875,Hard,103.91286549997,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,5,250,250,300,250,250,250,51.854483629634,81.632899689843,Hard,104.6492608833,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,6,250,250,300,250,250,250,48.625380355561,77.959479627812,Hard,102.99565626662,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,7,250,250,300,250,250,250,45.396277081488,74.286059565781,Hard,103.53205164995,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,8,250,250,300,250,250,250,42.167173807415,70.612639503749,Hard,102.06944703327,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,9,250,250,300,250,250,250,38.938070533342,66.939219441718,Hard,103.62484241659,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,10,250,250,300,250,250,250,35.708967259269,63.265799379687,Hard,101.97723779992,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,11,250,250,300,250,250,250,32.479863985196,59.592379317655,Hard,103.07463318324,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,12,250,250,300,250,250,250,29.250760711123,55.918959255624,Hard,101.25302856657,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,13,250,250,300,250,250,250,26.02165743705,52.245539193593,Hard,102.21642394989,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,14,250,250,300,250,250,250,22.792554162976,48.572119131561,Hard,101.04781933322,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,15,250,250,300,250,250,250,19.563450888903,44.89869906953,Hard,101.99221471654,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,16,250,250,300,250,250,250,16.33434761483,41.225279007499,Hard,101.51261009986,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,17,250,250,300,250,250,250,13.105244340757,37.551858945468,Hard,101.37100548319,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,18,250,250,300,250,250,250,9.876141066684,33.878438883436,Hard,100.13340086651,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,61,19,250,250,300,250,250,250,6.6470377926109,30.205018821405,Hard,100.07579624984,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,1,250,250,300,250,250,250,48.770896725927,95.542888870211,Medium,102.23264835,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,2,250,250,300,250,250,250,45.541793451854,91.085777740423,Medium,102.98804373332,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,3,250,250,300,250,250,250,42.312690177781,86.628666610634,Medium,101.92843911665,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,4,250,250,300,250,250,250,39.083586903708,82.171555480846,Medium,101.74483449997,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,5,250,250,300,250,250,250,35.854483629634,77.714444351057,Medium,101.4772298833,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,6,250,250,300,250,250,250,32.625380355561,73.257333221269,Medium,101.64062526662,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,7,250,250,300,250,250,250,29.396277081488,68.80022209148,Medium,101.95802064995,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,8,250,250,300,250,250,250,26.167173807415,64.343110961692,Medium,101.19441603327,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,9,250,250,300,250,250,250,22.938070533342,59.885999831903,Medium,100.39981141659,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,10,250,250,300,250,250,250,19.708967259269,55.428888702115,Medium,100.67120679992,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,11,250,250,300,250,250,250,16.479863985196,50.971777572326,Medium,100.26260218324,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,12,250,250,300,250,250,250,13.250760711123,46.514666442538,Medium,101.03799756657,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,13,250,250,300,250,250,250,10.02165743705,42.057555312749,Medium,100.99639294989,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,14,250,250,300,250,250,250,6.7925541629764,37.600444182961,Medium,99.827788333216,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,62,15,250,250,300,250,250,250,3.5634508889033,33.143333053172,Medium,98.58618371654,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,1,250,250,300,250,250,250,48.770896725927,94.489656748349,Soft,103.34569485,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,2,250,250,300,250,250,250,45.541793451854,88.979313496697,Soft,102.82009023332,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,3,250,250,300,250,250,250,42.312690177781,83.468970245046,Soft,102.21448561665,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,4,250,250,300,250,250,250,39.083586903708,77.958626993395,Soft,102.87988099997,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,5,250,250,300,250,250,250,35.854483629634,72.448283741743,Soft,101.4152763833,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,6,250,250,300,250,250,250,32.625380355561,66.937940490092,Soft,100.63867176662,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,7,250,250,300,250,250,250,29.396277081488,61.427597238441,Soft,100.62406714995,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,8,250,250,300,250,250,250,26.167173807415,55.91725398679,Soft,100.51946253327,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,9,250,250,300,250,250,250,22.938070533342,50.406910735138,Soft,100.91785791659,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,10,250,250,300,250,250,250,19.708967259269,44.896567483487,Soft,99.616253299919,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,11,250,250,300,250,250,250,16.479863985196,39.386224231836,Soft,99.852648683243,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,12,250,250,300,250,250,250,13.250760711123,33.875880980184,Soft,99.139044066567,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,13,250,250,300,250,250,250,10.02165743705,28.365537728533,Soft,99.479439449892,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,14,250,250,300,250,250,250,6.7925541629764,22.855194476882,Soft,98.853834833216,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,63,15,250,250,300,250,250,250,3.5634508889033,17.34485122523,Soft,98.20123021654,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,1,250,250,300,250,250,250,38.770896725927,94.489656748349,Soft,101.35635485,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,2,250,250,300,250,250,250,35.541793451854,88.979313496697,Soft,102.00975023332,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,3,250,250,300,250,250,250,32.312690177781,83.468970245046,Soft,102.18414561665,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,4,250,250,300,250,250,250,29.083586903708,77.958626993395,Soft,101.00254099997,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,5,250,250,300,250,250,250,25.854483629634,72.448283741743,Soft,101.2419363833,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,6,250,250,300,250,250,250,22.625380355561,66.937940490092,Soft,99.938331766622,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,7,250,250,300,250,250,250,19.396277081488,61.427597238441,Soft,99.557727149946,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,8,250,250,300,250,250,250,16.167173807415,55.91725398679,Soft,100.34312253327,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,9,250,250,300,250,250,250,12.938070533342,50.406910735138,Soft,99.644517916595,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,10,250,250,300,250,250,250,9.7089672592689,44.896567483487,Soft,99.691913299919,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,64,11,250,250,300,250,250,250,6.4798639851957,39.386224231836,Soft,99.365308683243,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
3,Belgium,1,0,1,460,480,15,306,168,23,10,100,"Extra Soft",93.08985085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,1,1,441,477,50,175,179,72,96.629586200873,96.07645939696,Soft,101.83281085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,2,1,441,477,50,175,179,72,96.629586200873,96.07645939696,Soft,99.98381085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,3,1,480,282,47,461,88,9,96.629586200873,96.07645939696,Soft,103.46893225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,4,1,480,282,47,461,88,9,96.629586200873,96.07645939696,Soft,104.54093225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,5,1,482,438,109,435,62,75,96.629586200873,96.07645939696,Soft,103.99743225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,6,1,482,438,109,435,62,75,96.629586200873,96.07645939696,Soft,102.87943225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,7,1,399,311,16,477,106,46,96.629586200873,96.07645939696,Soft,105.04853225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,8,1,399,311,16,477,106,46,96.629586200873,96.07645939696,Soft,104.87953225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,9,1,380,228,100,136,93,2,96.629586200873,96.07645939696,Soft,104.18695125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,10,1,380,228,100,136,93,2,96.629586200873,96.07645939696,Soft,103.78395125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,11,1,476,299,34,71,119,69,96.629586200873,96.07645939696,Soft,101.68650125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,12,1,476,299,34,71,119,69,96.629586200873,96.07645939696,Soft,102.62250125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,13,1,489,415,35,406,34,46,96.629586200873,96.07645939696,Soft,102.86263225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,14,1,489,415,35,406,34,46,96.629586200873,96.07645939696,Soft,103.43863225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,15,1,362,183,86,106,183,6,96.629586200873,96.07645939696,Soft,104.73862985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,16,1,362,183,86,106,183,6,96.629586200873,96.07645939696,Soft,104.53262985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,17,1,409,446,89,258,204,36,96.629586200873,96.07645939696,Soft,102.92471085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,18,1,409,446,89,258,204,36,96.629586200873,96.07645939696,Soft,101.72871085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,19,1,469,199,97,211,254,34,96.629586200873,96.07645939696,Soft,103.78131085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,20,1,469,199,97,211,254,34,96.629586200873,96.07645939696,Soft,104.36131085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,21,1,445,384,23,239,244,64,96.629586200873,96.07645939696,Soft,102.17786085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,22,1,445,384,23,239,244,64,96.629586200873,96.07645939696,Soft,102.83386085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,23,1,460,480,15,306,168,23,96.629586200873,96.07645939696,Soft,102.03671085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,24,1,460,480,15,306,168,23,96.629586200873,96.07645939696,Soft,100.19671085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,25,1,367,334,9,386,133,65,96.629586200873,96.07645939696,Soft,104.42358225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,26,1,367,334,9,386,133,65,96.629586200873,96.07645939696,Soft,104.26858225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,27,1,376,461,75,54,44,79,96.629586200873,96.07645939696,Soft,104.06185125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,28,1,376,461,75,54,44,79,96.629586200873,96.07645939696,Soft,103.59185125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,29,1,494,355,29,350,57,20,96.629586200873,96.07645939696,Soft,102.88903225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,30,1,494,355,29,350,57,20,96.629586200873,96.07645939696,Soft,101.82603225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,31,1,430,205,67,86,74,49,96.629586200873,96.07645939696,Soft,104.83355125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,32,1,430,205,67,86,74,49,96.629586200873,96.07645939696,Soft,104.84455125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,33,1,427,271,66,263,21,55,96.629586200873,96.07645939696,Soft,104.12623225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,34,1,427,271,66,263,21,55,96.629586200873,96.07645939696,Soft,103.80223225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,35,1,373,429,41,148,293,27,96.629586200873,96.07645939696,Soft,103.08307985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,36,1,373,429,41,148,293,27,96.629586200873,96.07645939696,Soft,102.37507985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,37,1,417,260,38,117,21,41,96.629586200873,96.07645939696,Soft,104.37560125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,38,1,417,260,38,117,21,41,96.629586200873,96.07645939696,Soft,103.11860125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,39,1,498,317,60,446,211,9,96.629586200873,96.07645939696,Soft,103.11636085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,40,1,498,317,60,446,211,9,96.629586200873,96.07645939696,Soft,103.21536085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,41,1,391,367,83,364,274,31,96.629586200873,96.07645939696,Soft,103.92241085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,42,1,391,367,83,364,274,31,96.629586200873,96.07645939696,Soft,103.47941085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,43,1,454,346,2,419,192,72,96.629586200873,96.07645939696,Soft,103.87326085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,44,1,454,346,2,419,192,72,96.629586200873,96.07645939696,Soft,104.21026085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,45,1,406,392,54,168,281,60,96.629586200873,96.07645939696,Soft,102.40437985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,46,1,406,392,54,168,281,60,96.629586200873,96.07645939696,Soft,102.86037985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,47,1,453,493,78,328,145,16,96.629586200873,96.07645939696,Soft,100.62833225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,48,1,453,493,78,328,145,16,96.629586200873,96.07645939696,Soft,101.73533225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,49,1,425,181,95,230,223,19,96.629586200873,96.07645939696,Soft,104.63886085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,50,1,425,181,95,230,223,19,96.629586200873,96.07645939696,Soft,103.58286085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,51,1,439,244,106,294,231,26,96.629586200873,96.07645939696,Soft,103.31941085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,52,1,439,244,106,294,231,26,96.629586200873,96.07645939696,Soft,104.80941085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,53,1,395,218,23,189,11,13,96.629586200873,96.07645939696,Soft,104.36283225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,54,1,395,218,23,189,11,13,96.629586200873,96.07645939696,Soft,104.06583225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,55,1,414,403,56,280,155,53,96.629586200873,96.07645939696,Soft,101.30796085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,56,1,414,403,56,280,155,53,96.629586200873,96.07645939696,Soft,101.64296085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,57,1,385,249,70,65,128,58,96.629586200873,96.07645939696,Soft,102.88955125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,58,1,385,249,70,65,128,58,96.629586200873,96.07645939696,Soft,104.73055125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,59,1,467,373,5,337,269,40,96.629586200873,96.07645939696,Soft,103.40036085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,60,1,467,373,5,337,269,40,96.629586200873,96.07645939696,Soft,102.99636085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,61,1,441,477,50,175,179,72,96.629586200873,96.07645939696,Soft,101.30481085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,62,1,482,438,109,435,62,75,96.629586200873,96.07645939696,Soft,102.85443225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,63,1,476,299,34,71,119,69,96.629586200873,96.07645939696,Soft,102.54250125,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,64,1,489,415,35,406,34,46,96.629586200873,96.07645939696,Soft,103.41763225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,65,1,409,446,89,258,204,36,96.629586200873,96.07645939696,Soft,103.12571085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,66,1,445,384,23,239,244,64,96.629586200873,96.07645939696,Soft,101.51886085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,67,1,460,480,15,306,168,23,96.629586200873,96.07645939696,Soft,100.11871085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,68,1,494,355,29,350,57,20,96.629586200873,96.07645939696,Soft,102.51503225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,69,1,373,429,41,148,293,27,96.629586200873,96.07645939696,Soft,103.40607985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,70,1,498,317,60,446,211,9,96.629586200873,96.07645939696,Soft,104.00136085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,71,1,391,367,83,364,274,31,96.629586200873,96.07645939696,Soft,105.03141085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,72,1,406,392,54,168,281,60,96.629586200873,96.07645939696,Soft,102.09437985,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,73,1,453,493,78,328,145,16,96.629586200873,96.07645939696,Soft,101.57033225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,74,1,414,403,56,280,155,53,96.629586200873,96.07645939696,Soft,101.62696085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,75,1,467,373,5,337,269,40,96.629586200873,96.07645939696,Soft,103.51636085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,76,1,441,477,50,175,179,72,96.629586200873,96.07645939696,Soft,101.81981085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,77,1,445,384,23,239,244,64,96.629586200873,96.07645939696,Soft,101.40286085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,78,1,460,480,15,306,168,23,96.629586200873,96.07645939696,Soft,100.68871085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,79,1,453,493,78,328,145,16,96.629586200873,96.07645939696,Soft,100.86333225,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,80,1,414,403,56,280,155,53,96.629586200873,96.07645939696,Soft,101.22096085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,81,1,460,480,15,306,168,23,116.62958620087,96.07645939696,Soft,103.25339085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,82,1,460,480,15,306,168,23,116.62958620087,96.07645939696,Soft,102.49539085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,83,1,460,480,15,306,168,23,116.62958620087,96.07645939696,Soft,103.65539085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,84,1,460,480,15,306,168,23,116.62958620087,96.07645939696,Soft,102.52939085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,85,1,460,480,15,306,168,23,0.62958620087323,96.07645939696,Soft,93.16084685,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,86,1,460,480,15,306,168,23,0.62958620087323,96.07645939696,Soft,94.21184685,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,87,1,460,480,15,306,168,23,0.62958620087323,96.07645939696,Soft,94.00484685,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,88,1,460,480,15,306,168,23,0.62958620087323,96.07645939696,Soft,92.87584685,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,1,460,480,15,306,168,23,116.62958620087,94.017766014074,"Extra Soft",102.50489085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,2,460,480,15,306,168,23,113.25917240175,88.035532028148,"Extra Soft",102.31175048992,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,3,460,480,15,306,168,23,109.88875860262,82.053298042222,"Extra Soft",100.71361012984,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,4,460,480,15,306,168,23,106.51834480349,76.071064056297,"Extra Soft",101.68746976977,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,5,460,480,15,306,168,23,103.14793100437,70.088830070371,"Extra Soft",101.16332940969,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,6,460,480,15,306,168,23,99.777517205239,64.106596084445,"Extra Soft",99.91218904961,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,7,460,480,15,306,168,23,96.407103406113,58.124362098519,"Extra Soft",100.92504868953,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,89,8,460,480,15,306,168,23,93.036689606986,52.142128112593,"Extra Soft",99.485908329455,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,1,460,480,15,306,168,23,116.62958620087,96.07645939696,Soft,102.50339085,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,2,460,480,15,306,168,23,113.25917240175,92.15291879392,Soft,103.13625048992,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,3,460,480,15,306,168,23,109.88875860262,88.229378190879,Soft,102.03911012984,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,4,460,480,15,306,168,23,106.51834480349,84.305837587839,Soft,101.74096976977,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,5,460,480,15,306,168,23,103.14793100437,80.382296984799,Soft,102.02382940969,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,6,460,480,15,306,168,23,99.777517205239,76.458756381759,Soft,100.99868904961,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,7,460,480,15,306,168,23,96.407103406113,72.535215778719,Soft,101.42454868953,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,90,8,460,480,15,306,168,23,93.036689606986,68.611675175679,Soft,101.34440832945,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,1,460,480,15,306,168,23,116.62958620087,96.579077076884,Medium,103.61434435,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,2,460,480,15,306,168,23,113.25917240175,93.158154153768,Medium,102.35420398992,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,3,460,480,15,306,168,23,109.88875860262,89.737231230653,Medium,101.84406362984,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,4,460,480,15,306,168,23,106.51834480349,86.316308307537,Medium,102.37692326977,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,5,460,480,15,306,168,23,103.14793100437,82.895385384421,Medium,101.44078290969,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,6,460,480,15,306,168,23,99.777517205239,79.474462461305,Medium,102.49864254961,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,7,460,480,15,306,168,23,96.407103406113,76.053539538189,Medium,100.64950218953,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
3,Belgium,0,91,8,460,480,15,306,168,23,93.036689606986,72.632616615074,Medium,100.60436182945,4.9,95,98,38,9,20,78,15,7,68,54,6,37,64
