"time" "cusn" "quan" "pric" "totr" "tots" "dayw" "date" "type" "ethn" "size" "cash" "estb" "qual" "loct" "stor" "phon"
"288" 645 215 300 0.6 1676 3300 2 428 "w" "a" "m" "c" "f" 1 1 0 0
"289" 400 241 600 0.5 1676 3300 2 428 "w" "s" NA "0" NA NA NA NA 0
"290" 500 1 130 0.65 6963 5785 3 429 "w" "s" "m" "0" "s" 3 1 1 1
"291" 655 5 100 0.5 6963 5785 3 429 "w" "s" "lm" "c" "s" 1 1 1 0
"292" 553 27 480 0.5 6963 5785 3 429 "w" "s" "m" "c" "s" 3 3 1 0
"293" 615 78 1000 0.4 6963 5785 3 429 "w" "a" "l" "c" "f" 3 1 0 0
"294" 520 81 240 0.5 6963 5785 3 429 "w" "a" "m" "c" "s" 3 2 1 0
"295" 835 90 150 0.35 6963 5785 3 429 "w" "s" "lm" "c" "s" 3 1 1 0
"296" 655 102 100 0.4 6963 5785 3 429 "w" "a" "l" "c" "s" 3 1 1 0
"297" 520 128 60 0.5 6963 5785 3 429 "w" NA "m" "c" "sr" 3 1 NA 0
"298" 516 134 200 0.6 6963 5785 3 429 "w" "a" "l" "c" "sf" 3 2 NA 0
"299" 516 134 120 0.5 6963 5785 3 429 "w" "a" "m" "c" "sf" 3 2 NA 0
"300" 720 138 720 0.35 6963 5785 3 429 "w" "a" "m" "c" "s" 3 1 1 0
"301" 755 166 100 0.4 6963 5785 3 429 "w" "a" "l" "c" "s" 3 1 1 0
"302" 558 189 50 0.6 6963 5785 3 429 "w" "s" "lm" "0" "s" 1 2 1 0
"303" 820 194 600 0.35 6963 5785 3 429 "w" "a" "m" "c" "f" 3 1 0 0
"304" 830 196 60 0.4 6963 5785 3 429 "w" "b" "m" "c" "f" 3 1 0 0
"305" 600 205 1020 0.45 6963 5785 3 429 "w" "a" "m" "c" "s" 3 1 1 0
"306" 420 214 195 0.5 6963 5785 3 429 "w" "b" "m" "c" "f" 3 1 0 0
"307" 620 215 340 0.4 6963 5785 3 429 "w" "a" "m" "c" "f" 3 1 0 0
"308" 610 228 60 0.5 6963 5785 3 429 "w" "b" "m" "c" "s" 3 2 1 0
"309" 450 234 60 0.5 6963 5785 3 429 "w" "s" "m" "c" "s" 3 1 1 0
"310" 335 1 60 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 1 1 1
"311" 400 6 300 0.3 7694 9050 4 430 "w" "a" "l" "c" "s" 5 1 1 0
"312" 700 23 1000 0.4 7694 9050 4 430 "w" "a" "lm" "c" "s" 4 1 1 0
"313" 540 42 120 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 NA 1 0
"314" 540 50 100 0.35 7694 9050 4 430 "w" "s" "lm" "0" "s" 4 NA 1 0
"315" 500 56 400 0.35 7694 9050 4 430 "w" "a" "lm" "c" NA 4 NA NA 0
"316" 545 57 350 0.35 7694 9050 4 430 "w" "a" "l" "c" "s" 5 1 1 0
"317" 545 57 60 0.5 7694 9050 4 430 "w" "a" "m" "c" "s" 2 1 1 0
"318" 545 57 100 0.6 7694 9050 4 430 "w" "a" "m" "c" "s" 1 1 1 0
"319" 715 62 500 0.4 7694 9050 4 430 "w" "a" "lm" "c" "s" 4 1 1 0
"320" 701 65 50 0.3 7694 9050 4 430 "w" "a" "lm" "c" "s" 5 NA 1 0
"321" 602 92 600 0.4 7694 9050 4 430 "w" "a" "lm" "c" "sf" 4 2 NA 0
"322" 616 107 240 0.5 7694 9050 4 430 "w" "s" "m" "c" "sf" 3 1 NA 0
"323" 646 145 150 0.3 7694 9050 4 430 "w" "a" "l" "c" "f" 5 NA 0 0
"324" 645 166 150 0.3 7694 9050 4 430 "w" "a" "l" "c" "s" 5 1 1 0
"325" 639 173 100 0.3 7694 9050 4 430 "w" "a" "l" "c" "s" 5 1 1 0
"326" 720 174 50 0.3 7694 9050 4 430 "w" "a" "l" "c" NA 5 NA NA 0
"327" 403 179 120 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 3 1 0
"328" 415 181 50 0.3 7694 9050 4 430 "w" "b" "l" "c" NA 5 1 NA 0
"329" 421 189 60 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 2 1 0
"330" 611 190 60 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 1 1 0
"331" 335 195 120 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 1 1 0
"332" 630 203 100 0.4 7694 9050 4 430 "w" "a" "lm" "c" "s" 4 NA 1 0
"333" 530 204 150 0.3 7694 9050 4 430 "w" "a" "l" "c" "sf" 5 2 NA 0
"334" 530 204 720 0.4 7694 9050 4 430 "w" "a" "m" "c" "sf" 1 2 NA 0
"335" 611 211 60 0.5 7694 9050 4 430 "w" "s" "m" "0" "s" 2 1 1 0
"336" 635 215 360 0.4 7694 9050 4 430 "w" "a" "m" "c" "f" 2 1 0 0
"337" 516 216 50 0.3 7694 9050 4 430 "w" "b" "l" "c" NA 5 NA NA 0
"338" 700 229 1300 0.5 7694 9050 4 430 "w" "b" "m" "c" "f" 3 1 0 0
"339" 342 238 60 0.65 7694 9050 4 430 "w" "s" "m" "0" "s" 2 3 1 1
"340" 330 241 750 0.25 7694 9050 4 430 "w" "s" "l" "0" NA 5 NA NA 0
"341" 515 246 300 0.45 7694 9050 4 430 "w" "s" "m" "0" "s" 2 3 1 1
"342" 714 5 100 0.25 11370 8520 5 501 "w" "s" "m" "c" "s" 4 1 1 0
"343" 535 9 200 0.35 11370 8520 5 501 "w" "a" "m" "c" "s" 4 1 1 0
"344" 732 17 240 0.35 11370 8520 5 501 "w" "a" "m" "0" "s" 3 1 1 0
"345" 630 20 60 0.4 11370 8520 5 501 "w" "a" "m" "c" "s" 3 1 1 0
"346" 554 23 300 0.25 11370 8520 5 501 "w" "a" "m" "c" "s" 4 1 1 0
"347" 635 25 60 0.4 11370 8520 5 501 "w" "s" "m" "0" "s" 3 1 1 0
"348" 530 50 100 0.25 11370 8520 5 501 "w" "s" "lm" "0" "s" 5 NA 1 0
"349" 630 54 100 0.25 11370 8520 5 501 "w" "a" "m" "c" "s" 4 1 1 0
"350" NA 70 20 0.6 11370 8520 5 501 "w" NA NA "c" NA NA NA NA 0
"351" 700 78 600 0.35 11370 8520 5 501 "w" "a" "m" "c" "f" 3 1 0 0
"352" 700 78 300 0.25 11370 8520 5 501 "w" "a" "m" "c" "f" 4 1 0 0
"353" 700 78 1100 0.3 11370 8520 5 501 "w" "a" "lm" "c" "f" 4 1 0 0
"354" 435 79 180 0.4 11370 8520 5 501 "w" "s" "m" NA "s" 3 2 1 0
"355" 845 80 300 0.35 11370 8520 5 501 "w" "s" "m" "c" "s" 3 1 1 0
"356" 440 81 500 0.4 11370 8520 5 501 "w" "a" "m" "c" "s" 4 2 1 0
"357" 428 84 180 0.4 11370 8520 5 501 "w" "a" "m" "c" "s" 3 1 1 0
"358" 535 84 300 0.25 11370 8520 5 501 "w" "a" "m" "c" "s" 4 1 1 0
"359" 611 92 200 0.25 11370 8520 5 501 "w" "a" "m" "c" "sf" 4 2 NA 0
"360" 800 99 600 0.25 11370 8520 5 501 "w" "a" "m" "c" "s" 1 1 1 0
"361" 623 100 300 0.25 11370 8520 5 501 "w" "a" "m" "c" "s" 4 NA 1 0
"362" 542 104 300 0.25 11370 8520 5 501 "w" "a" "m" "c" NA 4 NA NA 0
"363" 500 124 120 0.4 11370 8520 5 501 "w" "a" "m" "c" "s" 3 NA 1 0
"364" 545 159 400 0.25 11370 8520 5 501 "w" "a" "m" "c" "s" 4 2 1 0
"365" 505 176 100 0.4 11370 8520 5 501 "w" "b" "m" "c" "f" 4 1 0 0
"366" 737 190 60 0.4 11370 8520 5 501 "w" "s" "m" "0" "s" 3 1 1 0
"367" 415 193 60 0.4 11370 8520 5 501 "w" "s" "m" "0" "s" 3 1 1 0
"368" 845 194 600 0.25 11370 8520 5 501 "w" "a" "m" "c" "f" 4 1 0 0
"369" 432 195 120 0.4 11370 8520 5 501 "w" "s" "m" "0" "s" 3 1 1 0
"370" 657 210 60 0.4 11370 8520 5 501 "w" "s" "m" "0" "s" 3 1 1 0
"371" 650 215 200 0.3 11370 8520 5 501 "w" "a" "s" "c" "f" 3 1 0 0
"372" 550 219 200 0.25 11370 8520 5 501 "w" NA "m" "c" NA 4 NA NA 0
"373" 606 240 100 0.25 11370 8520 5 501 "w" "s" "m" "c" "s" 4 1 1 0
"374" 409 244 60 0.4 11370 8520 5 501 "w" "s" "m" "0" "s" 3 1 1 0
"375" 350 1 60 0.65 1610 6260 1 504 "w" "s" NA "0" "s" NA 1 1 1
"376" 659 4 400 0.3 1610 6260 1 504 "w" "a" "m" "c" "sf" 5 NA NA 0
"377" 400 10 180 0.65 1610 6260 1 504 "w" "s" "m" "0" "s" 3 1 1 0
"378" 550 16 150 0.3 1610 6260 1 504 "w" "b" "m" "0" "s" 5 1 1 0
"379" 409 25 60 0.65 1610 6260 1 504 "w" "s" "m" "0" "s" 3 1 1 0
"380" 605 28 30 0.25 1610 6260 1 504 "w" "a" "m" "c" "s" 5 1 1 0
"381" 605 28 50 0.25 1610 6260 1 504 "w" "a" "lm" "c" "s" 4 1 1 0
"382" 420 32 100 0.75 1610 6260 1 504 "w" "a" "lm" "c" "s" 4 NA 1 0
"383" 635 42 60 0.65 1610 6260 1 504 "w" "s" "m" "0" "s" 3 NA 1 0
"384" NA 49 150 0.5 1610 6260 1 504 "w" NA NA "c" NA NA NA NA 0
"385" 630 54 120 0.3 1610 6260 1 504 "w" "a" "m" "c" "s" 5 1 1 0
"386" 530 56 500 0.25 1610 6260 1 504 "w" "a" "m" "c" NA 5 NA NA 0
"387" 435 76 60 0.65 1610 6260 1 504 "w" "s" "m" "c" "s" 3 1 1 0
"388" 620 84 180 0.25 1610 6260 1 504 "w" "a" "m" "c" "s" 5 1 1 0
"389" 642 107 120 0.5 1610 6260 1 504 "w" "s" "m" "c" "sf" 5 1 NA 0
"390" 648 135 300 0.3 1610 6260 1 504 "w" "a" "m" "c" "s" 5 2 1 0
"391" 655 147 60 0.3 1610 6260 1 504 "w" "a" "m" "c" NA 5 NA NA 0
"392" 647 163 200 0.3 1610 6260 1 504 "w" "a" "s" "c" "s" 5 2 1 0
"393" 645 166 150 0.3 1610 6260 1 504 "w" "a" "lm" "c" "s" 5 1 1 0
"394" 646 166 200 0.3 1610 6260 1 504 "w" "a" "s" "c" "s" 5 1 1 0
"395" 730 196 160 0.3 1610 6260 1 504 "w" "b" "lm" "c" "f" 5 1 0 0
"396" 342 220 180 0.65 1610 6260 1 504 "w" "s" "m" "0" "s" 3 3 1 0
"397" 652 229 1100 0.5 1610 6260 1 504 "w" "b" "m" "c" "f" 5 1 0 0
"398" 505 246 300 0.65 1610 6260 1 504 "w" "s" "m" "0" "s" 3 3 1 1
"399" 505 246 200 0.75 1610 6260 1 504 "w" "s" "lm" "0" "s" 4 3 1 1
"400" 520 1 100 1 1320 1290 2 505 "w" "s" "lm" "0" "s" 3 1 1 1
"401" 420 10 240 0.9 1320 1290 2 505 "w" "s" "m" "0" "s" 3 1 1 0
"402" 550 66 60 0.9 1320 1290 2 505 "w" "s" "m" "0" "s" 3 NA 1 0
"403" 715 93 280 0.9 1320 1290 2 505 "w" "a" "m" "c" "s" 3 2 1 0
"404" 725 123 30 0.9 1320 1290 2 505 "w" "s" "m" "0" "s" 3 1 1 0
"405" 515 162 60 0.9 1320 1290 2 505 "w" "s" "m" "0" "s" 3 2 1 0
"406" 535 176 60 0.9 1320 1290 2 505 "w" "b" "m" "c" "f" 3 1 0 0
"407" 645 215 260 0.85 1320 1290 2 505 "w" "a" "m" "c" "f" 3 1 0 0
"408" 517 250 200 1 1320 1290 2 505 "w" "s" "lm" "0" "d" 3 2 NA 0
"409" 500 1 50 1.25 2305 1450 3 506 "w" "s" "m" "0" "s" 3 1 1 1
"410" 445 7 50 1.25 2305 1450 3 506 "w" "s" "m" "0" "s" 3 1 1 0
"411" 630 21 50 1.25 2305 1450 3 506 "w" NA "m" "c" NA 3 NA NA 0
"412" 532 23 300 1.25 2305 1450 3 506 "w" "a" "m" "c" "s" 3 1 1 0
"413" 625 25 25 1.25 2305 1450 3 506 "w" "s" "m" "0" "s" 3 1 1 0
"414" 710 53 50 1.25 2305 1450 3 506 "w" "a" "m" "c" "sf" 3 1 NA 0
"415" 625 60 100 1.25 2305 1450 3 506 "w" "b" "m" "c" "s" 3 1 1 0
"416" 610 86 50 1.25 2305 1450 3 506 "w" "a" "m" "c" "s" 3 1 1 0
"417" 635 105 100 1.25 2305 1450 3 506 "w" "a" "m" "c" "f" 3 1 0 0
"418" 710 140 50 1.25 2305 1450 3 506 "w" "s" "m" "c" "s" 3 NA 1 0
"419" 625 144 100 1.25 2305 1450 3 506 "w" "a" "m" "c" "sf" 3 1 NA 0
"420" 626 146 100 1.25 2305 1450 3 506 "w" "a" "m" "c" NA 3 NA NA 0
"421" 515 195 50 1.25 2305 1450 3 506 "w" "s" "m" "0" "s" 3 1 1 0
"422" 645 207 50 1.25 2305 1450 3 506 "w" "s" "m" "c" "s" 3 1 1 0
"423" 410 214 150 0.6 2305 1450 3 506 "w" "b" "lm" "c" "f" 5 1 0 0
"424" 700 215 300 1.15 2305 1450 3 506 "w" "a" "m" "c" "f" 3 1 0 0
"425" 315 1 200 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 1 1 1
"426" 700 4 300 1.25 6080 4780 4 507 "w" "a" "m" "c" "sf" 3 NA NA 0
"427" 430 7 60 1.25 6080 4780 4 507 "w" "s" NA "0" "s" NA 1 1 0
"428" 701 11 50 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 1 1 0
"429" 701 11 50 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 1 1 0
"430" 604 12 200 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 NA 1 0
"431" 705 28 50 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"432" 705 36 50 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 NA 1 0
"433" 645 39 50 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"434" 525 42 100 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 NA 1 0
"435" 616 55 50 1.25 6080 4780 4 507 "w" "a" "m" "0" "s" 3 1 1 0
"436" 610 87 50 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"437" 650 91 50 1.25 6080 4780 4 507 "w" "s" "m" "c" "s" 3 1 1 0
"438" 556 92 240 1.25 6080 4780 4 507 "w" "a" "m" "c" "sf" 3 2 NA 0
"439" 425 94 300 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"440" 701 98 400 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 NA 1 0
"441" 650 99 600 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"442" 615 102 60 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"443" 545 108 240 1.25 6080 4780 4 507 "w" "s" "m" "c" "sf" 3 1 NA 0
"444" 627 115 200 1.25 6080 4780 4 507 "w" "a" "m" "c" "sf" 3 1 NA 0
"445" 547 120 60 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 2 1 0
"446" 515 139 60 1.25 6080 4780 4 507 "w" "a" "m" "c" NA 3 NA NA 0
"447" 625 142 50 1.25 6080 4780 4 507 "w" "s" "m" "c" "s" 3 NA 1 0
"448" 635 144 100 1.25 6080 4780 4 507 "w" "a" "m" "c" "sf" 3 1 NA 0
"449" 701 148 200 1.25 6080 4780 4 507 "w" "a" "m" "c" "sf" 3 NA NA 0
"450" 630 150 100 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"451" 701 154 50 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 1 1 0
"452" 604 158 200 1.25 6080 4780 4 507 "w" "a" "m" "c" "s" 3 NA 1 0
"453" 515 162 60 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 2 1 0
"454" 701 215 300 1.25 6080 4780 4 507 "w" "a" "m" "c" "f" 3 1 0 0
"455" 655 229 1400 1.25 6080 4780 4 507 "w" "b" "m" "c" "f" 3 1 0 0
"456" 450 242 100 1.25 6080 4780 4 507 "w" "s" "m" "c" "s" 3 1 1 0
"457" 450 246 420 1.25 6080 4780 4 507 "w" "s" "m" "0" "s" 3 3 1 1
"458" NA 1 60 1.75 4020 3420 5 508 "w" "s" "m" "0" "s" 3 1 1 1
"459" 410 23 300 1.75 4020 3420 5 508 "w" "a" "m" "c" "s" 3 1 1 0
"460" 425 26 600 1.75 4020 3420 5 508 "w" "a" "m" NA "s" 3 1 1 0
"461" 435 38 60 1.75 4020 3420 5 508 "w" "a" "m" "c" "f" 3 1 0 0
"462" 550 40 120 2 4020 3420 5 508 "w" "s" "m" "c" "s" 3 2 1 0
"463" 520 78 700 1.65 4020 3420 5 508 "w" "a" "m" "c" "f" 3 1 0 0
"464" 550 79 120 2 4020 3420 5 508 "w" "s" "m" NA "s" 3 2 1 0
"465" 432 114 240 1.75 4020 3420 5 508 "w" "a" "m" "c" "sf" 3 1 NA 0
"466" 432 134 240 1.75 4020 3420 5 508 "w" "a" "m" "c" "sf" 3 2 NA 0
"467" 432 144 240 1.75 4020 3420 5 508 "w" "a" "m" "c" "sf" 3 1 NA 0
"468" 415 149 120 1.75 4020 3420 5 508 "w" "a" "m" "c" "s" 3 1 1 1
"469" NA 162 60 1.75 4020 3420 5 508 "w" "s" "m" "0" "s" 3 2 1 0
"470" 415 195 60 1.75 4020 3420 5 508 "w" "s" "m" "0" "s" 3 1 1 0
"471" 415 215 300 1.65 4020 3420 5 508 "w" "a" "m" "c" "f" 3 1 0 0
"472" 355 244 60 1.75 4020 3420 5 508 "w" "s" "m" "0" "s" 3 1 1 0
"473" 355 250 480 1.75 4020 3420 5 508 "w" "s" "m" "0" "d" 3 2 NA 0
"474" NA 251 20 1.5 4020 3420 5 508 "w" "s" "m" "0" "s" 3 1 1 0
"475" 432 254 60 1.75 4020 3420 5 508 "w" "a" "m" "c" "s" 3 1 1 0
"476" 415 257 300 1.75 4020 3420 5 508 "w" "a" "m" "c" "s" 3 1 1 0
